Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.16.0.1-192.168.10.50-52376-22-6,172.16.0.1,52376,192.168.10.50,22,6,4/7/2017 3:11,8283147,19,23,1656,2441.0,640,0,87.15789474,150.3038638,976,0,106.1304348,257.2830603,494.6187723,5.070536597,202027.9756,592238.1453,2428299.0,28.0,8283147.0,460174.8333,875473.2175,2507189.0,544.0,8181834.0,371901.5455,776357.8326,2428299.0,63.0,0,0,0,0,616,744,2.293814175,2.776722422,0,976,95.27906977,211.342796,44665.77741,0,0,0,1,0,0,0,0,1,97.54761905,87.15789474,106.1304348,616,0,0,0,0,0,0,19,1656,23,2441,29200,247,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1-192.168.10.50-52370-22-6,172.16.0.1,52370,192.168.10.50,22,6,4/7/2017 3:11,8589122,19,22,1656,2441.0,640,0,87.15789474,150.3038638,976,0,110.9545455,262.2707575,476.9986967,4.773479757,214728.05,619891.0069,2428554.0,47.0,8589122.0,477173.4444,896927.8808,2471781.0,499.0,8487927.0,404187.0,818584.4795,2428554.0,48.0,0,0,0,0,616,712,2.212100375,2.561379382,0,976,97.54761905,213.3740792,45528.49768,0,0,0,1,0,0,0,0,1,99.92682927,87.15789474,110.9545455,616,0,0,0,0,0,0,19,1656,22,2441,29200,247,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1-192.168.10.50-52372-22-6,172.16.0.1,52372,192.168.10.50,22,6,4/7/2017 3:11,8582434,20,23,1656,2441.0,640,0,82.8,147.5874763,976,0,106.1304348,257.2830603,477.3704056,5.010233694,204343.6667,606268.5598,2430767.0,35.0,8582434.0,451707.0526,878613.2899,2480426.0,313.0,8481409.0,385518.5909,803338.4958,2430767.0,48.0,0,0,0,0,648,744,2.330341253,2.679892441,0,976,93.11363636,209.3641776,43833.35888,0,0,0,1,0,0,0,0,1,95.27906977,82.8,106.1304348,648,0,0,0,0,0,0,20,1656,23,2441,29200,247,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1-192.168.10.50-52374-22-6,172.16.0.1,52374,192.168.10.50,22,6,4/7/2017 3:11,8528425,17,22,1656,2441.0,640,0,97.41176471,156.0573047,976,0,110.9545455,262.2707575,480.3935076,4.572942835,224432.2368,632948.3739,2420418.0,4.0,8528425.0,533026.5625,934917.852,2465076.0,617.0,8427295.0,401299.7619,817082.2404,2420418.0,4.0,0,0,0,0,552,712,1.993334056,2.579608779,0,976,102.425,217.6026592,47350.91731,0,0,0,1,0,0,0,0,1,105.0512821,97.41176471,110.9545455,552,0,0,0,0,0,0,17,1656,22,2441,29200,247,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1-192.168.10.50-52352-22-6,172.16.0.1,52352,192.168.10.50,22,6,4/7/2017 3:11,105,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19047.61905,105.0,0.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,9523.809524,9523.809524,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1-192.168.10.50-52354-22-6,172.16.0.1,52354,192.168.10.50,22,6,4/7/2017 3:11,75,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,26666.66667,75.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,13333.33333,13333.33333,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1-192.168.10.50-52350-22-6,172.16.0.1,52350,192.168.10.50,22,6,4/7/2017 3:11,74,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,27027.02703,74.0,0.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,13513.51351,13513.51351,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1-192.168.10.50-52368-22-6,172.16.0.1,52368,192.168.10.50,22,6,4/7/2017 3:11,10510835,21,27,1832,2585.0,640,0,87.23809524,142.7928236,976,0,95.74074074,238.4526388,420.2330262,4.566716155,223634.7872,622987.5004,2421668.0,3.0,10500000.0,525541.75,917801.0972,2489672.0,543.0,10400000.0,400372.8077,800830.59,2421668.0,3.0,0,0,0,0,680,872,1.997938318,2.568777837,0,976,90.14285714,198.7091677,39485.33333,0,0,0,1,0,0,0,0,1,92.02083333,87.23809524,95.74074074,680,0,0,0,0,0,0,21,1832,27,2585,29200,247,14,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1-192.168.10.50-52348-22-6,172.16.0.1,52348,192.168.10.50,22,6,4/7/2017 3:11,92,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21739.13043,92.0,0.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,10869.56522,10869.56522,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1-192.168.10.50-52360-22-6,172.16.0.1,52360,192.168.10.50,22,6,4/7/2017 3:11,11931559,20,33,2008,2745.0,640,0,100.4,141.9141327,976,0,83.18181818,217.2857356,398.3553197,4.442001251,229453.0577,619141.5513,2419904.0,1.0,9468779.0,498356.7895,842367.3899,2064827.0,420.0,11900000.0,372857.1562,758676.288,2419904.0,3.0,0,0,0,0,648,1064,1.676226887,2.765774364,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,100.4,83.18181818,648,0,0,0,0,0,0,20,2008,33,2745,29200,247,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1-192.168.10.50-52362-22-6,172.16.0.1,52362,192.168.10.50,22,6,4/7/2017 3:11,11689048,21,32,2008,2745.0,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,406.6199403,4.534158813,224789.3846,607035.6033,2416249.0,3.0,9229246.0,461462.3,807178.8854,2032192.0,418.0,11700000.0,377063.6452,753129.9401,2416249.0,3.0,0,0,0,0,680,1032,1.796553492,2.737605321,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1-192.168.10.50-52366-22-6,172.16.0.1,52366,192.168.10.50,22,6,4/7/2017 3:11,11730759,21,31,2008,2745.0,640,0,95.61904762,140.0451628,976,0,88.5483871,223.315,405.1741239,4.432790751,230014.8824,616220.7037,2433650.0,1.0,9256466.0,462823.3,809964.6546,2064185.0,422.0,11700000.0,391023.8,767974.5382,2433650.0,1.0,0,0,0,0,680,1000,1.790165496,2.642625256,0,976,89.67924528,191.0076291,36483.91437,0,0,0,1,0,0,0,0,1,91.40384615,95.61904762,88.5483871,680,0,0,0,0,0,0,21,2008,31,2745,29200,247,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1-192.168.10.50-52358-22-6,172.16.0.1,52358,192.168.10.50,22,6,4/7/2017 3:11,12052436,24,32,2008,2745.0,640,0,83.66666667,134.5286996,976,0,85.78125,220.240592,394.3601111,4.646363606,219135.2,605251.6925,2443392.0,23.0,9565165.0,415876.7391,788244.1915,2063988.0,407.0,12100000.0,388782.9355,769114.687,2443392.0,23.0,0,0,0,0,776,1032,1.991298688,2.655064918,0,976,83.38596491,185.5048858,34412.06266,0,0,0,1,0,0,0,0,1,84.875,83.66666667,85.78125,776,0,0,0,0,0,0,24,2008,32,2745,29200,247,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1-192.168.10.50-52364-22-6,172.16.0.1,52364,192.168.10.50,22,6,4/7/2017 3:11,11760925,22,32,2008,2745.0,640,0,91.27272727,138.1821372,976,0,85.78125,220.240592,404.1348788,4.591475585,221904.2453,605066.0584,2430975.0,4.0,9287620.0,442267.619,798240.4738,2064165.0,422.0,11800000.0,379380.4839,756969.9444,2430975.0,4.0,0,0,0,0,712,1032,1.870601164,2.720874421,0,976,86.41818182,188.2012015,35419.69226,0,0,0,1,0,0,0,0,1,88.01851852,91.27272727,85.78125,712,0,0,0,0,0,0,22,2008,32,2745,29200,247,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1-192.168.10.50-52346-22-6,172.16.0.1,52346,192.168.10.50,22,6,4/7/2017 3:11,73,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,27397.26027,73.0,0.0,73.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,13698.63014,13698.63014,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1-192.168.10.50-52338-22-6,172.16.0.1,52338,192.168.10.50,22,6,4/7/2017 3:11,42,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,47619.04762,42.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,23809.52381,23809.52381,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1-192.168.10.50-52342-22-6,172.16.0.1,52342,192.168.10.50,22,6,4/7/2017 3:11,48,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,41666.66667,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,20833.33333,20833.33333,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1-192.168.10.50-52344-22-6,172.16.0.1,52344,192.168.10.50,22,6,4/7/2017 3:11,107,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,18691.58879,107.0,0.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,9345.794393,9345.794393,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1-192.168.10.50-52354-22-6,172.16.0.1,52354,192.168.10.50,22,6,4/7/2017 3:11,11748798,23,32,2008,2745.0,640,0,87.30434783,136.3399611,976,0,85.78125,220.240592,404.5520231,4.681329954,217570.3333,600422.1575,2456295.0,4.0,9898315.0,449923.4091,849619.8814,2539931.0,388.0,11700000.0,378991.2581,757510.7528,2456295.0,4.0,0,0,0,0,744,1032,1.957647072,2.723682882,0,976,84.875,186.8396554,34909.05682,0,0,0,1,0,0,0,0,1,86.41818182,87.30434783,85.78125,744,0,0,0,0,0,0,23,2008,32,2745,29200,247,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1-192.168.10.50-52352-22-6,172.16.0.1,52352,192.168.10.50,22,6,4/7/2017 3:11,11777314,22,32,2008,2745.0,640,0,91.27272727,138.1821372,976,0,85.78125,220.240592,403.5724954,4.585086209,222213.4717,606284.4922,2480837.0,3.0,9924285.0,472585.0,866690.8016,2553446.0,4.0,11800000.0,379910.1613,758535.0428,2480837.0,3.0,0,0,0,0,712,1032,1.867998085,2.717088124,0,976,86.41818182,188.2012015,35419.69226,0,0,0,1,0,0,0,0,1,88.01851852,91.27272727,85.78125,712,0,0,0,0,0,0,22,2008,32,2745,29200,247,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1-192.168.10.50-52356-22-6,172.16.0.1,52356,192.168.10.50,22,6,4/7/2017 3:11,11734906,21,32,2008,2745.0,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,405.0309393,4.516440098,225671.2692,610540.122,2448471.0,4.0,9865128.0,493256.4,878002.0363,2502824.0,490.0,11700000.0,378541.0,757619.2747,2448471.0,4.0,0,0,0,0,680,1032,1.789532869,2.726907229,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1-192.168.10.50-52350-22-6,172.16.0.1,52350,192.168.10.50,22,6,4/7/2017 3:11,11908603,21,32,2008,2745.0,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,399.1232221,4.450564017,229011.5962,617385.7399,2436396.0,3.0,10100000.0,502826.05,889295.7856,2488746.0,374.0,11900000.0,384144.1935,765858.3668,2436396.0,3.0,0,0,0,0,680,1032,1.763431025,2.687132991,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1-192.168.10.50-52336-22-6,172.16.0.1,52336,192.168.10.50,22,6,4/7/2017 3:11,43,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,46511.62791,43.0,0.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,23255.81395,23255.81395,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1-192.168.10.50-52330-22-6,172.16.0.1,52330,192.168.10.50,22,6,4/7/2017 3:11,81,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24691.35802,81.0,0.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,12345.67901,12345.67901,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1-192.168.10.50-52332-22-6,172.16.0.1,52332,192.168.10.50,22,6,4/7/2017 3:11,70,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,28571.42857,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,14285.71429,14285.71429,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1-192.168.10.50-52334-22-6,172.16.0.1,52334,192.168.10.50,22,6,4/7/2017 3:11,33,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,60606.06061,33.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,30303.0303,30303.0303,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1-192.168.10.50-52348-22-6,172.16.0.1,52348,192.168.10.50,22,6,4/7/2017 3:11,11191994,21,32,2008,2745.0,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,424.6785693,4.735527914,215230.6538,574928.9222,1983695.0,3.0,9616084.0,480804.2,840439.4716,2032557.0,425.0,11200000.0,361027.3226,712508.6896,1983695.0,3.0,0,0,0,0,680,1032,1.876341249,2.859186665,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
172.16.0.1-192.168.10.50-52328-22-6,172.16.0.1,52328,192.168.10.50,22,6,4/7/2017 3:11,100,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20000.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,10000.0,10000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator
