Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.16.0.1-192.168.10.50-44464-80-6,172.16.0.1,44464.0,192.168.10.50,80.0,6.0,6/7/2017 9:19,4139304.0,27.0,16.0,4801.0,17044.0,602.0,0.0,177.8148148,212.617576,7926.0,0.0,1065.25,1882.116521,5277.457273,10.38821986,98554.85714,330294.1359,1960112.0,103.0,4139304.0,159204.0,410994.217,1960112.0,250.0,3482404.0,232160.2667,527514.9539,2002030.0,151.0,0.0,0.0,0.0,0.0,872.0,520.0,6.522835723,3.865384132,0.0,7926.0,496.4772727,1205.366537,1452908.488,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,508.0232558,177.8148148,1065.25,872.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,4801.0,16.0,17044.0,29200.0,333.0,12.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
172.16.0.1-192.168.10.50-44486-80-6,172.16.0.1,44486.0,192.168.10.50,80.0,6.0,6/7/2017 9:19,3533310.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.132082948,1177770.0,2039228.297,3532468.0,208.0,3533310.0,1766655.0,2497236.693,3532468.0,842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.849062211,0.283020737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
172.16.0.1-192.168.10.50-44484-80-6,172.16.0.1,44484.0,192.168.10.50,80.0,6.0,6/7/2017 9:19,3533692.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.131960567,1177897.333,2039344.921,3532730.0,283.0,3533692.0,1766846.0,2497337.102,3532730.0,962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.848970425,0.282990142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
172.16.0.1-192.168.10.50-44654-80-6,172.16.0.1,44654.0,192.168.10.50,80.0,6.0,6/7/2017 9:21,5537889.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72229689,1845963.0,3196658.254,5537146.0,170.0,5537889.0,2768944.5,3914828.105,5537146.0,743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.541722667,0.180574222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
172.16.0.1-192.168.10.50-44656-80-6,172.16.0.1,44656.0,192.168.10.50,80.0,6.0,6/7/2017 9:21,5537874.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.722298846,1845958.0,3196648.729,5537130.0,158.0,5537874.0,2768937.0,3914816.084,5537130.0,744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.541724135,0.180574712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
172.16.0.1-192.168.10.50-44636-80-6,172.16.0.1,44636.0,192.168.10.50,80.0,6.0,6/7/2017 9:21,5947237.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.672581234,1982412.333,3433107.154,5946623.0,36.0,5947237.0,2973618.5,4204463.285,5946623.0,614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.504435925,0.168145308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
172.16.0.1-192.168.10.50-44634-80-6,172.16.0.1,44634.0,192.168.10.50,80.0,6.0,6/7/2017 9:21,20847788.0,83.0,43.0,16995.0,36979.0,602.0,0.0,204.7590361,224.3032894,7240.0,0.0,859.9767442,1081.10793,2588.95572,6.043806662,166782.304,499168.9413,1965189.0,64.0,20800000.0,254241.3171,599171.8212,1965189.0,274.0,19300000.0,458708.1667,774043.8345,2005596.0,66.0,0.0,0.0,0.0,0.0,2664.0,1384.0,3.981237722,2.06256894,0.0,7240.0,424.992126,721.3159215,520296.6587,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,428.3650794,204.7590361,859.9767442,2664.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,16995.0,43.0,36979.0,29200.0,597.0,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
172.16.0.1-192.168.10.50-44734-80-6,172.16.0.1,44734.0,192.168.10.50,80.0,6.0,6/7/2017 9:21,5848206.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.683970435,1949402.0,3375712.479,5847339.0,115.0,5848206.0,2924103.0,4134079.997,5847339.0,867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.512977826,0.170992609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
172.16.0.1-192.168.10.50-44754-80-6,172.16.0.1,44754.0,192.168.10.50,80.0,6.0,6/7/2017 9:21,5587532.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.715879569,1862510.667,3225354.297,5586829.0,119.0,5587532.0,2793766.0,3949987.575,5586829.0,703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.536909677,0.178969892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
172.16.0.1-192.168.10.50-44774-80-6,172.16.0.1,44774.0,192.168.10.50,80.0,6.0,6/7/2017 9:21,5294438.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.755509839,1764812.667,3056133.799,5293732.0,123.0,5294438.0,2647219.0,3742734.578,5293732.0,706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.566632379,0.18887746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
172.16.0.1-192.168.10.50-44794-80-6,172.16.0.1,44794.0,192.168.10.50,80.0,6.0,6/7/2017 9:21,3876494.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.031860232,1292164.667,2237479.987,3875784.0,134.0,3876494.0,1938247.0,2740091.103,3875784.0,710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.773895174,0.257965058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
172.16.0.1-192.168.10.50-44814-80-6,172.16.0.1,44814.0,192.168.10.50,80.0,6.0,6/7/2017 9:21,1595898.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.506425849,531966.0,920630.9569,1595019.0,126.0,1595898.0,797949.0,1127227.204,1595019.0,879.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,1.879819387,0.626606462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
172.16.0.1-192.168.10.50-44884-80-6,172.16.0.1,44884.0,192.168.10.50,80.0,6.0,6/7/2017 9:21,31485275.0,204.0,105.0,43523.0,80534.0,602.0,0.0,213.3480392,226.6321023,5792.0,0.0,766.9904762,671.9407955,3940.159328,9.814111517,102224.9188,263331.4971,1085229.0,3.0,31500000.0,155084.9212,311766.2933,1085229.0,3.0,31500000.0,302741.8269,409178.5262,1089022.0,3.0,0.0,0.0,0.0,0.0,6536.0,3368.0,6.479219254,3.334892263,0.0,5792.0,400.183871,504.9647254,254989.3738,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,401.4789644,213.3480392,766.9904762,6536.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,43523.0,105.0,80534.0,29200.0,1172.0,101.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
172.16.0.1-192.168.10.50-44906-80-6,172.16.0.1,44906.0,192.168.10.50,80.0,6.0,6/7/2017 9:21,5587804.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.715844722,1862601.333,3225421.277,5586997.0,85.0,5587804.0,2793902.0,3950032.83,5586997.0,807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.536883541,0.17896118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
172.16.0.1-192.168.10.50-44904-80-6,172.16.0.1,44904.0,192.168.10.50,80.0,6.0,6/7/2017 9:21,5597577.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714594904,1865859.0,3231171.1,5596894.0,122.0,5597577.0,2798788.5,3957118.747,5596894.0,683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.535946178,0.178648726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
172.16.0.1-192.168.10.50-44886-80-6,172.16.0.1,44886.0,192.168.10.50,80.0,6.0,6/7/2017 9:21,6161169.0,4.0,4.0,341.0,506.0,341.0,0.0,85.25,170.5,506.0,0.0,126.5,253.0,137.4739112,1.298454887,880167.0,1868884.097,5004554.0,57.0,1156615.0,385538.3333,666237.385,1154843.0,863.0,6161112.0,2053704.0,2620536.565,5005167.0,165.0,0.0,0.0,0.0,0.0,136.0,136.0,0.649227444,0.649227444,0.0,506.0,94.11111111,191.2475127,36575.61111,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,105.875,85.25,126.5,136.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,341.0,4.0,506.0,29200.0,235.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
172.16.0.1-192.168.10.50-44984-80-6,172.16.0.1,44984.0,192.168.10.50,80.0,6.0,6/7/2017 9:22,5756528.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.694863293,1918842.667,3322960.557,5755867.0,75.0,5756528.0,2878264.0,4069545.19,5755867.0,661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.521147469,0.173715823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
172.16.0.1-192.168.10.50-44886-80-6,172.16.0.1,44886.0,192.168.10.50,80.0,6.0,6/7/2017 9:22,69.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28985.50725,69.0,0.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,14492.75362,14492.75362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,237.0,235.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
172.16.0.1-192.168.10.50-45004-80-6,172.16.0.1,45004.0,192.168.10.50,80.0,6.0,6/7/2017 9:22,5457414.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.732947876,1819138.0,3150085.149,5456543.0,125.0,5457414.0,2728707.0,3857742.667,5456543.0,871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.549710907,0.183236969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
