Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.16.0.1-192.168.10.50-60122-21-6,172.16.0.1,60122,192.168.10.50,21,6,4/7/2017 10:20,215,2,1,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,65116.27907,13953.48837,107.5,120.9152596,193.0,22.0,215.0,215.0,0.0,215.0,215.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,9302.325581,4651.162791,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-60118-21-6,172.16.0.1,60118,192.168.10.50,21,6,4/7/2017 10:20,289,2,1,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,48442.90657,10380.62284,144.5,101.1162697,216.0,73.0,289.0,289.0,0.0,289.0,289.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,6920.415225,3460.207612,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-60138-21-6,172.16.0.1,60138,192.168.10.50,21,6,4/7/2017 10:20,6543160,8,10,68,132.0,22,0,8.5,9.426406678,34,0,13.2,14.67272602,30.56627073,2.750964366,384891.7647,1069358.783,3270044.0,3.0,6543160.0,934737.1429,1594751.48,3314868.0,246.0,6540117.0,726679.6667,1416968.47,3270044.0,3.0,0,0,0,0,264,328,1.222650829,1.528313537,0,34,10.52631579,12.41579827,154.1520468,0,0,0,1,0,0,0,0,1,11.11111111,8.5,13.2,264,0,0,0,0,0,0,8,68,10,132,29200,227,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-60140-21-6,172.16.0.1,60140,192.168.10.50,21,6,4/7/2017 10:20,6627499,8,10,75,132.0,24,0,9.375,10.64944667,34,0,13.2,14.67272602,31.23350151,2.715956653,389852.8824,1063619.443,3256575.0,3.0,6627499.0,946785.5714,1579611.89,3299772.0,3.0,6626764.0,736307.1111,1405578.01,3256575.0,3.0,0,0,0,0,264,328,1.207091846,1.508864807,0,34,10.89473684,12.74055091,162.3216374,0,0,0,1,0,0,0,0,1,11.5,9.375,13.2,264,0,0,0,0,0,0,8,75,10,132,29200,227,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-60142-21-6,172.16.0.1,60142,192.168.10.50,21,6,4/7/2017 10:20,6511621,8,10,70,132.0,23,0,8.75,9.779716619,34,0,13.2,14.67272602,31.02146148,2.764288646,383036.5294,1064350.103,3248697.0,3.0,6511621.0,930231.5714,1587097.074,3291903.0,4.0,6510958.0,723439.7778,1410206.581,3248697.0,3.0,0,0,0,0,264,328,1.228572732,1.535715915,0,34,10.63157895,12.50426828,156.3567251,0,0,0,1,0,0,0,0,1,11.22222222,8.75,13.2,264,0,0,0,0,0,0,8,70,10,132,29200,227,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-60106-21-6,172.16.0.1,60106,192.168.10.50,21,6,4/7/2017 10:20,40,2,0,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,350000.0,50000.0,40.0,0.0,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,0,50000.0,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-60112-21-6,172.16.0.1,60112,192.168.10.50,21,6,4/7/2017 10:20,335,2,1,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,41791.04478,8955.223881,167.5,122.3294731,254.0,81.0,335.0,335.0,0.0,335.0,335.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,5970.149254,2985.074627,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-60116-21-6,172.16.0.1,60116,192.168.10.50,21,6,4/7/2017 10:20,18,2,0,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,777777.7778,111111.1111,18.0,0.0,18.0,18.0,18.0,18.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,0,111111.1111,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-60114-21-6,172.16.0.1,60114,192.168.10.50,21,6,4/7/2017 10:20,349,2,1,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,40114.61318,8595.988539,174.5,139.3000359,273.0,76.0,349.0,349.0,0.0,349.0,349.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,5730.659026,2865.329513,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-60128-21-6,172.16.0.1,60128,192.168.10.50,21,6,4/7/2017 10:20,9711548,9,15,104,188.0,23,0,11.55555556,9.275116052,34,0,12.53333333,14.54975045,30.0672972,2.471284701,422241.2174,1098758.339,3364590.0,2.0,6416918.0,802114.75,1486759.301,3408791.0,3.0,9711454.0,693675.2857,1356582.3,3364590.0,2.0,0,0,0,0,296,488,0.926731763,1.544552938,0,34,11.68,12.58213019,158.31,0,0,0,1,0,0,0,0,1,12.16666667,11.55555556,12.53333333,296,0,0,0,0,0,0,9,104,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-60126-21-6,172.16.0.1,60126,192.168.10.50,21,6,4/7/2017 10:20,9715978,9,15,109,188.0,28,0,12.11111111,10.22795733,34,0,12.53333333,14.54975045,30.56820425,2.470157919,422433.8261,1098443.646,3374682.0,3.0,6422359.0,802794.875,1488381.636,3417193.0,3.0,9715821.0,693987.2143,1356085.654,3374682.0,3.0,0,0,0,0,296,488,0.92630922,1.5438487,0,34,11.88,12.82679487,164.5266667,0,0,0,1,0,0,0,0,1,12.375,12.11111111,12.53333333,296,0,0,0,0,0,0,9,109,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-60130-21-6,172.16.0.1,60130,192.168.10.50,21,6,4/7/2017 10:20,9650536,9,15,102,188.0,22,0,11.33333333,8.93028555,34,0,12.53333333,14.54975045,30.05014437,2.486908499,419588.5217,1089683.458,3255366.0,3.0,6354905.0,794363.125,1468354.832,3213136.0,48.0,9650394.0,689313.8571,1345084.342,3255366.0,3.0,0,0,0,0,296,488,0.932590687,1.554317812,0,34,11.6,12.5,156.25,0,0,0,1,0,0,0,0,1,12.08333333,11.33333333,12.53333333,296,0,0,0,0,0,0,9,102,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-60134-21-6,172.16.0.1,60134,192.168.10.50,21,6,4/7/2017 10:20,9669466,9,15,109,188.0,24,0,12.11111111,9.803627447,34,0,12.53333333,14.54975045,30.71524322,2.482039856,420411.5652,1092482.301,3261598.0,3.0,6365245.0,795655.625,1471113.142,3214324.0,3.0,9669415.0,690672.5,1348625.757,3261598.0,5.0,0,0,0,0,296,488,0.930764946,1.55127491,0,34,11.88,12.71586935,161.6933333,0,0,0,1,0,0,0,0,1,12.375,12.11111111,12.53333333,296,0,0,0,0,0,0,9,109,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-60132-21-6,172.16.0.1,60132,192.168.10.50,21,6,4/7/2017 10:20,9674538,9,15,101,188.0,21,0,11.22222222,8.842762263,34,0,12.53333333,14.54975045,29.87222749,2.480738615,420632.087,1093163.899,3253574.0,4.0,6378348.0,797293.5,1474540.381,3223667.0,242.0,9674454.0,691032.4286,1349483.676,3253574.0,4.0,0,0,0,0,296,488,0.930276981,1.550461634,0,34,11.56,12.48025107,155.7566667,0,0,0,1,0,0,0,0,1,12.04166667,11.22222222,12.53333333,296,0,0,0,0,0,0,9,101,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-60136-21-6,172.16.0.1,60136,192.168.10.50,21,6,4/7/2017 10:20,9679375,9,15,101,188.0,22,0,11.22222222,8.828615092,34,0,12.53333333,14.54975045,29.85729967,2.479498935,420842.3913,1093448.349,3263495.0,3.0,6374574.0,796821.75,1473355.528,3215699.0,251.0,9679318.0,691379.8571,1349797.358,3263495.0,3.0,0,0,0,0,296,488,0.9298121,1.549686834,0,34,11.56,12.47691201,155.6733333,0,0,0,1,0,0,0,0,1,12.04166667,11.22222222,12.53333333,296,0,0,0,0,0,0,9,101,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-60108-21-6,172.16.0.1,60108,192.168.10.50,21,6,4/7/2017 10:20,208,2,1,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,67307.69231,14423.07692,104.0,26.87005769,123.0,85.0,208.0,208.0,0.0,208.0,208.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,9615.384615,4807.692308,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-60110-21-6,172.16.0.1,60110,192.168.10.50,21,6,4/7/2017 10:20,4,2,0,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,3500000.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,0,500000.0,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-60104-21-6,172.16.0.1,60104,192.168.10.50,21,6,4/7/2017 10:20,4,2,0,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,3500000.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,0,500000.0,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-60124-21-6,172.16.0.1,60124,192.168.10.50,21,6,4/7/2017 10:20,9077120,9,15,102,188.0,20,0,11.33333333,8.888194417,34,0,12.53333333,14.54975045,31.94845942,2.644010435,394657.3913,1027089.776,3169388.0,3.0,5864048.0,733006.0,1359869.854,3133584.0,3.0,9077016.0,648358.2857,1268112.796,3169388.0,3.0,0,0,0,0,296,488,0.991503913,1.652506522,0,34,11.6,12.489996,156.0,0,0,0,1,0,0,0,0,1,12.08333333,11.33333333,12.53333333,296,0,0,0,0,0,0,9,102,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-60098-21-6,172.16.0.1,60098,192.168.10.50,21,6,4/7/2017 10:20,3,2,0,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,4666666.667,666666.6667,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,0,666666.6667,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-60100-21-6,172.16.0.1,60100,192.168.10.50,21,6,4/7/2017 10:20,313,2,1,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,44728.4345,9584.664537,156.5,142.128463,257.0,56.0,313.0,313.0,0.0,313.0,313.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,6389.776358,3194.888179,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-60102-21-6,172.16.0.1,60102,192.168.10.50,21,6,4/7/2017 10:20,42,2,0,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,333333.3333,47619.04762,42.0,0.0,42.0,42.0,42.0,42.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,0,47619.04762,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-60120-21-6,172.16.0.1,60120,192.168.10.50,21,6,4/7/2017 10:20,8923609,9,15,96,188.0,19,0,10.66666667,8.231038817,34,0,12.53333333,14.54975045,31.82568846,2.6894948,387983.0,1003512.23,3096709.0,3.0,5786370.0,723296.25,1327429.706,3011015.0,42.0,8923544.0,637396.0,1238156.749,3096709.0,3.0,0,0,0,0,296,488,1.00856055,1.68093425,0,34,11.36,12.34868414,152.49,0,0,0,1,0,0,0,0,1,11.83333333,10.66666667,12.53333333,296,0,0,0,0,0,0,9,96,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-60122-21-6,172.16.0.1,60122,192.168.10.50,21,6,4/7/2017 10:20,8927463,9,15,112,188.0,28,0,12.44444444,10.41766662,34,0,12.53333333,14.54975045,33.60417176,2.688333741,388150.5652,1003626.063,3092572.0,3.0,5791916.0,723989.5,1328575.182,3004237.0,249.0,8927378.0,637669.8571,1238252.229,3092572.0,3.0,0,0,0,0,296,488,1.008125153,1.680208588,0,34,12.0,12.88086436,165.9166667,0,0,0,1,0,0,0,0,1,12.5,12.44444444,12.53333333,296,0,0,0,0,0,0,9,112,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-60118-21-6,172.16.0.1,60118,192.168.10.50,21,6,4/7/2017 10:20,9380608,9,15,104,188.0,23,0,11.55555556,9.355628134,34,0,12.53333333,14.54975045,31.12804628,2.558469558,407852.5217,1059796.102,3209101.0,3.0,6238544.0,779818.0,1443745.699,3252827.0,3.0,9380488.0,670034.8571,1308272.146,3209101.0,4.0,0,0,0,0,296,488,0.959426084,1.599043474,0,34,11.68,12.60198397,158.81,0,0,0,1,0,0,0,0,1,12.16666667,11.55555556,12.53333333,296,0,0,0,0,0,0,9,104,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-60088-21-6,172.16.0.1,60088,192.168.10.50,21,6,4/7/2017 10:19,207,2,1,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,67632.85024,14492.75362,103.5,31.81980515,126.0,81.0,207.0,207.0,0.0,207.0,207.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,9661.835749,4830.917874,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-60086-21-6,172.16.0.1,60086,192.168.10.50,21,6,4/7/2017 10:19,48,2,0,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,291666.6667,41666.66667,48.0,0.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,0,41666.66667,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-60096-21-6,172.16.0.1,60096,192.168.10.50,21,6,4/7/2017 10:19,245,2,1,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,57142.85714,12244.89796,122.5,12.02081528,131.0,114.0,245.0,245.0,0.0,245.0,245.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,8163.265306,4081.632653,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
